,AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
338,,No,,Yes,,No,,Casual,,Yes,,,Yes,,No,,Yes,Open 24 hours,,Lunch,,No,Yes,,,,No,Open 24 hours,,Average,,No,,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,No,Open 24 hours,,No,MI Detroit Downriver,Claimed,,white-castle-southgate,42.185817,-83.188592,Inexpensive,4.0,teds-coney-island-allen-park,brays-hamburgers-westland,a-and-w-restaurant-southgate,5,"FastFood,Burgers",White Castle,https://www.yelp.com/biz/white-castle-southgate?osq=food
339,,No,,Yes,,No,Casual,Casual,,No,,,No,,No,,,11:00 am - 10:30 pm,,"Lunch,Dinner",,Yes,Yes,,,,No,11:00 am - 9:30 pm,,Quiet,,No,PrivateLot,12:00 pm - 10:30 pm,,12:00 pm - 9:30 pm,Yes,No,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,Yes,No,MI Detroit Downriver,Unclaimed,,hong-kong-inn-lincoln-park,42.2211373,-83.1940696,Inexpensive,3.5,cathay-house-restaurant-lincoln-park,wongs-chop-suey-lincoln-park,china-star-wyandotte,24,Chinese,Hong Kong Inn,https://www.yelp.com/biz/hong-kong-inn-lincoln-park?osq=food
340,,,,Yes,,,,,,,,,,,,,,8:00 am - 5:30 pm,,,,,,,,,,Closed,,,,,,9:00 am - 1:00 pm,,9:00 am - 1:00 pm,,,8:00 am - 5:30 pm,10:00 am - 5:30 pm,,8:00 am - 5:30 pm,,,MI Detroit Downriver,Claimed,,southgate-bakery-southgate,42.2140311,-83.1864045,,5.0,hungarian-strudel-shop-allen-park,robertos-bakery-taylor,new-delray-baking-company-taylor,4,Bakeries,Southgate Bakery,https://www.yelp.com/biz/southgate-bakery-southgate?osq=food
341,,,,Yes,,No,,Casual,,Yes,,,No,,Yes,,,,,,,Yes,Yes,,,,No,,,Average,,No,,,,,Yes,No,,,Yes,,No,No,MI Detroit Downriver,Claimed,,pizza-hut-lincoln-park,42.2529934,-83.1936089153443,Moderate,2.5,roman-village-dearborn,zukins-rib-shack-lincoln-park,bella-pizza-allen-park,5,"Pizza,Italian,ChickenWings",Pizza Hut,https://www.yelp.com/biz/pizza-hut-lincoln-park?osq=food
342,,,,Yes,,FullBar,,Casual,,Yes,,,Yes,,No,No,,9:00 am - 12:00 am,,LateNight,,Yes,No,,,,No,9:00 am - 12:00 am,,Average,,No,PrivateLot,9:00 am - 12:00 am,,10:00 am - 11:00 pm,Yes,No,9:00 am - 12:00 am,9:00 am - 12:00 am,No,9:00 am - 12:00 am,Yes,No,MI Detroit Downriver,Claimed,,vreeland-market-woodhaven,42.1124472,-83.2256893,Inexpensive,5.0,michaels-on-the-river-flat-rock,baldos-restaurant-brownstown,tvs-deli-and-diner-trenton,16,"Pizza,Delis",Vreeland Market,https://www.yelp.com/biz/vreeland-market-woodhaven?osq=food
343,,,,Yes,,,,Casual,,,,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,MI Detroit Downriver,Unclaimed,,little-caesars-pizza-brownstown-twp,42.1381239,-83.2654265,Inexpensive,2.0,tiffanys-pizza-flat-rock,jets-pizza-flat-rock,little-caesars-pizza-trenton-5,3,Pizza,Little Caesars Pizza,https://www.yelp.com/biz/little-caesars-pizza-brownstown-twp?osq=food
346,,Yes,,Yes,,No,Casual,Casual,,Yes,,,Yes,,No,,Yes,10:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,Yes,10:00 am - 9:00 pm,,Average,,Yes,PrivateLot,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,,No,MI Detroit Downriver,Claimed,,firehouse-subs-woodhaven,42.1402836625651,-83.2238867204246,Inexpensive,2.5,wasabi-korean-and-japanese-cuisine-detroit,o-sushi-japanese-restaurant-dearborn,xushi-ko-dearborn,15,"Sandwiches,FastFood,Delis",Firehouse Subs,https://www.yelp.com/biz/firehouse-subs-woodhaven?osq=food
347,,,,Yes,,No,,Casual,,No,,,,,No,,,,,,,Yes,Yes,,,,Yes,,,Average,,No,,,,,Yes,No,,,Yes,,,,MI Detroit Downriver,Unclaimed,,sparta-family-dining-trenton,42.1380047699622,-83.2477761805058,Inexpensive,4.0,hungry-howies-pizza-trenton-2,daybreak-salon-and-spa-woodhaven-2,wendys-woodhaven,12,Diners,Sparta Family Dining,https://www.yelp.com/biz/sparta-family-dining-trenton?osq=food
348,,,,,,,,,,,,,,,,,,11:00 am - 8:00 pm,,,,,,,,,,Closed,,,,,,11:00 am - 8:00 pm,,11:00 am - 8:00 pm,,,11:00 am - 8:00 pm,11:00 am - 8:00 pm,,11:00 am - 8:00 pm,,,MI Detroit Downriver,Unclaimed,,st-creole-southern-cuisine-romulus,42.194688,-83.3384279,,,roman-village-dearborn,sterlings-old-style-bbq-detroit,d-dees-corn-beef-inkster,,,St Creole Southern Cuisine,https://www.yelp.com/biz/st-creole-southern-cuisine-romulus?osq=food
349,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,omg-hot-sauce-flat-rock,42.146762478853,-83.2614269030879,,,,,,,,OMG Hot Sauce,https://www.yelp.com/biz/omg-hot-sauce-flat-rock?osq=food
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,food-basket-market-taylor,42.1979867,-83.2740122,,,merchants-fine-wine-dearborn,,,,,Food Basket Market,https://www.yelp.com/biz/food-basket-market-taylor?osq=food
351,,,,Yes,,FullBar,,,,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,JukeBox,Loud,,Yes,,,Yes,,,,,,,,Yes,,MI Detroit Downriver,Unclaimed,,brooklyns-wyandotte,42.1999024,-83.1685427,Inexpensive,3.5,the-rockery-wyandotte,mccafferys-bar-lincoln-park,speed-boat-bar-and-grill-wyandotte,11,Bars,Brooklyns,https://www.yelp.com/biz/brooklyns-wyandotte?osq=food
352,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,kroger-flat-rock,42.1365041,-83.2645547,Moderate,3.0,alcamos-market-dearborn,rays-prime-foods-taylor,dominicks-market-taylor,6,Grocery,Kroger,https://www.yelp.com/biz/kroger-flat-rock?osq=food
353,,No,,Yes,,No,Casual,Casual,,Yes,,,No,,No,,,11:00 am - 9:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,No,Closed,,Quiet,,No,PrivateLot,12:00 pm - 9:00 pm,,12:00 pm - 8:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,,No,MI Detroit Downriver,Claimed,,hop-sheing-noodle-house-lincoln-park,42.221502,-83.181704,Moderate,4.0,china-star-palace-westland,wasabi-korean-and-japanese-cuisine-detroit,thai-place-southgate,51,"Noodles,BubbleTea,Soup",Hop Sheing Noodle House,https://www.yelp.com/biz/hop-sheing-noodle-house-lincoln-park?osq=food
354,,,,Yes,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,just-baked-southgate,42.1990373,-83.2082607,Moderate,3.5,bartz-bakery-dearborn,robertos-bakery-taylor,the-bake-shoppe-belleville,10,Bakeries,Just Baked,https://www.yelp.com/biz/just-baked-southgate?osq=food
355,,,,Yes,,,,,,,,,,,,,,9:00 am - 7:00 pm,,,,,,,,,,9:00 am - 7:00 pm,,,,,Street,10:00 am - 4:00 pm,,Closed,,,9:00 am - 7:00 pm,9:00 am - 7:00 pm,,9:00 am - 7:00 pm,Yes,,MI Detroit Downriver,Claimed,,lornas-cake-and-candy-supply-shoppe-allen-park,42.2568386,-83.2247069,,5.0,shatila-bakery-dearborn,bartz-bakery-dearborn,chocolate-drop-shop-westland,1,"SpecialtyFood,Bakeries,Desserts",Lorna’s Cake and Candy Supply Shoppe,https://www.yelp.com/biz/lornas-cake-and-candy-supply-shoppe-allen-park?osq=food
356,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,yogurtown-trenton,42.141539,-83.194509,,4.5,trenton-ice-cream-shoppe-trenton,,,5,IceCream&FrozenYogurt,Yogurtown,https://www.yelp.com/biz/yogurtown-trenton?osq=food
357,,No,,Yes,,No,Touristy,Casual,,No,,,No,,No,,,5:00 am - 8:00 pm,,Lunch,,No,Yes,,,,No,5:00 am - 8:00 pm,,Average,,No,Garage,5:00 am - 8:00 pm,,5:00 am - 8:00 pm,Yes,No,5:00 am - 8:00 pm,5:00 am - 8:00 pm,No,5:00 am - 8:00 pm,Yes,No,MI Detroit Downriver,Claimed,,earl-of-sandwich-detroit-4,42.2291611108756,-83.3462597882757,Inexpensive,3.5,omelette-and-waffle-cafe-plymouth,subway-romulus,airport-wheat-and-rye-romulus,58,Sandwiches,Earl of Sandwich,https://www.yelp.com/biz/earl-of-sandwich-detroit-4?osq=food
358,,,,Yes,,,,Casual,,,,,,,No,,,Open 24 hours,,,,No,Yes,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,,Open 24 hours,,,MI Detroit Downriver,Claimed,,cornerstone-grille-and-family-restaurant-southgate,42.1990504060994,-83.2110581820195,Moderate,2.0,,,,4,American(Traditional),Cornerstone Grille and Family Restaurant,https://www.yelp.com/biz/cornerstone-grille-and-family-restaurant-southgate?osq=food
359,,Yes,No,Yes,,No,,Casual,,No,,,,,No,No,,Thu - 10:00 pm,,,,No,Yes,Yes,,,,6:00 am - Tue,,,,Yes,PrivateLot,6:00 am - 10:00 pm,,6:00 am - 10:00 pm,Yes,No,Open 24 hours,Open 24 hours,No,Open 24 hours,Yes,Free,MI Detroit Downriver,Claimed,,tim-hortons-woodhaven-4,42.1486579,-83.2270749,Inexpensive,4.5,donut-kastle-taylor,bob-jos-frozen-custard-wyandotte,yogurtown-wyandotte,7,"Coffee&Tea,IceCream&FrozenYogurt,Sandwiches",Tim Hortons,https://www.yelp.com/biz/tim-hortons-woodhaven-4?osq=food
360,,No,,Yes,,No,Divey,Casual,,Yes,,,No,,No,Yes,No,9:00 am - 10:00 pm,,Dessert,,Yes,Yes,,,,No,9:00 am - 9:00 pm,,Average,,Yes,PrivateLot,9:00 am - 10:00 pm,,9:00 am - 9:00 pm,Yes,No,9:00 am - 9:30 pm,9:00 am - 9:00 pm,No,9:00 am - 9:00 pm,Yes,No,MI Detroit Downriver,Claimed,,blue-sky-ice-cream-and-hamburger-romulus,42.1936387,-83.4036731,Inexpensive,4.5,calder-bros-dairy-lincoln-park,gibbs-sweet-station-new-boston,airport-wheat-and-rye-romulus,30,"IceCream&FrozenYogurt,Burgers",Blue Sky Ice Cream & Hamburger,https://www.yelp.com/biz/blue-sky-ice-cream-and-hamburger-romulus?osq=food
361,,,,Yes,,No,,Casual,,No,,,,,No,,No,6:00 am - 10:00 pm,,,,Yes,Yes,,,,Yes,6:00 am - 10:00 pm,,Average,,No,,6:00 am - 10:00 pm,,7:00 am - 9:00 pm,Yes,No,6:00 am - 10:00 pm,6:00 am - 10:00 pm,Yes,6:00 am - 10:00 pm,,,MI Detroit Downriver,Unclaimed,,leos-coney-island-flat-rock,42.1116474206827,-83.2841169309587,Inexpensive,4.0,mykonos-taylor,pias-ristorante-taylor,,3,"Diners,Burgers",Leo’s Coney Island,https://www.yelp.com/biz/leos-coney-island-flat-rock?osq=food
362,,No,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,PrivateLot,,,,No,,,,,,,,MI Detroit Downriver,Claimed,,blocks-stand-and-greenhouse-romulus,42.19608,-83.3250935,Inexpensive,4.5,dearborn-farm-market-dearborn,kurtzhals-farms-brownstown-township,huron-turkey-farm-romulus,57,FarmersMarket,Block’s Stand & Greenhouse - Temp. CLOSED,https://www.yelp.com/biz/blocks-stand-and-greenhouse-romulus?osq=food
363,,,,Yes,,No,,Casual,,Yes,,,Yes,,Yes,,,,,"Dinner,LateNight",,Yes,Yes,,,,No,,,Average,,No,PrivateLot,,,,Yes,No,,,No,,No,No,MI Detroit Downriver,Unclaimed,,riverview-pizza-place-riverview,42.1710822,-83.1903655,Inexpensive,4.5,mickeys-pizza-lincoln-park,sportsmans-pizzeria-wyandotte-2,sammys-cucina-brownstown,26,Pizza,Riverview Pizza Place,https://www.yelp.com/biz/riverview-pizza-place-riverview?osq=food
366,,,,Yes,,FullBar,,,,Yes,,,No,No,,,,11:00 am - 2:00 am,,,Yes,Yes,,,Yes,Yes,Yes,11:00 am - 2:00 am,,Average,,Yes,PrivateLot,11:00 am - 2:00 am,OutdoorArea/PatioOnly,11:00 am - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,,11:00 am - 2:00 am,,,MI Detroit Downriver,Claimed,,drinks-saloon-brownstown-twp,42.1624974,-83.2275366,Inexpensive,4.0,sports-haven-lounge-dearborn,michaels-on-the-river-flat-rock,drinks-saloon-taylor,6,"DiveBars,Beer,Wine&Spirits",Drinks Saloon,https://www.yelp.com/biz/drinks-saloon-brownstown-twp?osq=food
367,No,,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,,11:00 am - 2:00 am,,"Lunch,Dinner,LateNight",,Yes,Yes,,,,Yes,11:00 am - 2:00 am,,Average,,Yes,PrivateLot,11:00 am - 2:00 am,,11:00 am - 2:00 am,Yes,Yes,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,Yes,Free,MI Detroit Downriver,Claimed,,old-chicago-southgate,42.1975919,-83.1926281,Moderate,3.0,mickeys-pizza-lincoln-park,sportmans-pizzeria-wyandotte,sgt-pepperonis-detroit,59,"Pizza,American(Traditional),Salad",Old Chicago,https://www.yelp.com/biz/old-chicago-southgate?osq=food
368,,,,Yes,,,,,,Yes,,,,,Yes,,,9:00 am - 5:00 pm,,,,,,,,,,Closed,,,,,Street,9:00 am - 5:00 pm,,Closed,,,9:00 am - 5:00 pm,9:00 am - 5:00 pm,,9:00 am - 5:00 pm,,,MI Detroit Downriver,Unclaimed,,sweet-tooth-cakes-and-pastries-allen-park,42.2579815,-83.2089304,Moderate,4.5,dearborn-sweets-dearborn,shatila-bakery-dearborn,hungarian-strudel-shop-allen-park,12,Bakeries,Sweet Tooth Cakes & Pastries,https://www.yelp.com/biz/sweet-tooth-cakes-and-pastries-allen-park?osq=food
369,,,,Yes,,No,,Casual,,No,,,No,,Yes,,,,,,,Yes,Yes,,,,No,,,Loud,,No,,,,,Yes,No,,,No,,,No,MI Detroit Downriver,Unclaimed,,jimmy-johns-taylor-2,42.232642,-83.268554,Moderate,3.0,matis-deli-dearborn,la-pita-dearborn-2,gabriels-hoagies-westland,5,Sandwiches,Jimmy John’s,https://www.yelp.com/biz/jimmy-johns-taylor-2?osq=food
370,,,,Yes,,,,,,,,,,,,,,6:00 am - 9:00 pm,,,,,,,,,,6:00 am - 9:00 pm,,,,,,6:00 am - 9:00 pm,,7:00 am - 9:00 pm,,,6:00 am - 9:00 pm,6:00 am - 9:00 pm,,6:00 am - 9:00 pm,,,MI Detroit Downriver,Unclaimed,,biggby-coffee-taylor,42.2279193279339,-83.2539634104514,,4.0,city-coffeehouse-allen-park,yum-yum-donuts-lincoln-park,biddle-blend-wyandotte,3,"Coffee&Tea,Caterers",Biggby Coffee,https://www.yelp.com/biz/biggby-coffee-taylor?osq=food
371,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,different-twist-pretzel-taylor,42.2001115,-83.2542158,Inexpensive,4.0,dearborn-sweets-dearborn,grosse-ile-bakery-grosse-ile,cakes-by-stephanie-monroe,4,Bakeries,Different Twist Pretzel,https://www.yelp.com/biz/different-twist-pretzel-taylor?osq=food
372,,Yes,,Yes,,FullBar,,Casual,,No,,,No,No,No,,,,,Brunch,No,Yes,No,,No,,Yes,,,Average,,No,,,,,Yes,No,,,Yes,,,Free,MI Detroit Downriver,Claimed,,gordon-biersch-bar-detroit,42.2142315414067,-83.3536183862304,Moderate,3.0,texas-roadhouse-taylor,detroit-metropolitan-airport-dtw-detroit,longhorn-steakhouse-detroit,52,"American(Traditional),WineBars",Gordon Biersch Bar,https://www.yelp.com/biz/gordon-biersch-bar-detroit?osq=food
373,,,,Yes,,,,,,Yes,,,,,,,,10:00 am - 10:00 pm,,,,,,,,,,10:00 am - 10:00 pm,,,,,,10:00 am - 10:00 pm,,10:00 am - 7:00 pm,,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,,10:00 am - 10:00 pm,,,MI Detroit Downriver,Unclaimed,,casa-del-vino-trenton,42.1554086,-83.191038,Moderate,5.0,the-cordial-shoppe-taylor,discount-drinks-etc-wyandotte,casa-del-vino-trenton,2,"Beer,Wine&Spirits",Casa Del Vino,https://www.yelp.com/biz/casa-del-vino-trenton?osq=food
374,,,,,,,,,,,,,,,No,,Yes,,,,,No,Yes,,,,,,,,,Yes,,,,,Yes,No,,,,,,,MI Detroit Downriver,Unclaimed,,checkers-hamburgers-taylor,42.1962047,-83.2990823,Inexpensive,4.0,senate-coney-island-and-restaurant-dearborn,airport-wheat-and-rye-romulus,american-coney-island-detroit,3,"HotDogs,Burgers",Checkers Hamburgers,https://www.yelp.com/biz/checkers-hamburgers-taylor?osq=food
375,,,,Yes,,No,,Casual,,No,,,,,No,,,,,,,No,Yes,,,,No,,,,,No,,,,,Yes,No,,,No,,,,MI Detroit Downriver,Unclaimed,,burger-king-flat-rock,42.1351859,-83.2690103,Inexpensive,2.0,michaels-on-the-river-flat-rock,perdinos-of-grosse-ile-grosse-ile,applebees-woodhaven,9,Restaurants,Burger King,https://www.yelp.com/biz/burger-king-flat-rock?osq=food
376,,,,Yes,,No,Casual,Casual,,No,,,No,,No,No,,11:00 am - 10:30 pm,,"Lunch,Dinner",,Yes,Yes,,,,Yes,Closed,,Average,,No,PrivateLot,11:00 am - 10:30 pm,,12:00 pm - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,,No,MI Detroit Downriver,Claimed,,pekin-tokyo-allen-park,42.2583260809139,-83.2030258700252,Moderate,4.0,o-sushi-japanese-restaurant-dearborn,bibim-to-go-windsor,xushi-ko-dearborn,79,"Japanese,Korean,Thai",Pekin Tokyo,https://www.yelp.com/biz/pekin-tokyo-allen-park?osq=food
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,mcdonalds-trenton-12,42.140425,-83.210143,,,,,,,,McDonald’s,https://www.yelp.com/biz/mcdonalds-trenton-12?osq=food
378,,,,Yes,,,,Casual,,,,,,,No,,Yes,,,,,Yes,Yes,,,,Yes,,,,,,,,,,Yes,No,,,,,,,MI Detroit Downriver,Unclaimed,,mcdonalds-romulus-3,42.1664107,-83.266071,Inexpensive,1.0,wendys-wyandotte,popeyes-detroit-4,white-castle-woodhaven,1,"Burgers,FastFood",McDonald’s,https://www.yelp.com/biz/mcdonalds-romulus-3?osq=food
379,,,,Yes,,FullBar,,,"Thu,Fri,Sat",Yes,,,,No,,,,,,,No,Yes,,,Yes,No,Yes,,,Average,,Yes,Street,,No,,,No,,,,,,,MI Detroit Downriver,Unclaimed,,gizzmos-wyandotte,42.2005519,-83.1500379,Moderate,3.5,drinks-saloon-taylor,trolley-stop-lounge-taylor,bogarts-lounge-inkster,17,Lounges,Gizzmos,https://www.yelp.com/biz/gizzmos-wyandotte?osq=food
380,,,,Yes,,FullBar,Classy,Casual,,Yes,,,Yes,,No,,,11:00 am - 10:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,No,Closed,,Quiet,,No,"Street,PrivateLot",3:00 pm - 10:00 pm,,10:30 am - 8:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,,No,MI Detroit Downriver,Claimed,,magdaleno-ristorante-wyandotte,42.203452,-83.151175,Moderate,4.0,moros-dining-allen-park,portofino-wyandotte,vics-casual-dining-southgate,42,"Italian,Gluten-Free",Magdaleno Ristorante,https://www.yelp.com/biz/magdaleno-ristorante-wyandotte?osq=food
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,in-and-out-food-stores-taylor,42.197212,-83.291057,,1.0,,,,1,Grocery,In and Out Food Stores,https://www.yelp.com/biz/in-and-out-food-stores-taylor?osq=food
382,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Downriver,Unclaimed,,macs-ii-taylor,42.211853,-83.253474,Moderate,4.5,the-market-romulus,trader-joes-royal-oak,holiday-market-royal-oak,2,"Beer,Wine&Spirits",Mac’s II,https://www.yelp.com/biz/macs-ii-taylor?osq=food
383,,,,,,,,,,,,,,,,,,10:00 am - 3:00 am,,,,,,,,,,10:00 am - 2:00 am,,,,No,,10:00 am - 3:00 am,,10:00 am - 1:00 am,Yes,,10:00 am - 2:00 am,10:00 am - 2:00 am,,10:00 am - 2:00 am,,,MI Detroit Downriver,Unclaimed,,checkers-southgate,42.1851462,-83.1905876,,2.0,,,,1,"FastFood,Burgers",Checker’s,https://www.yelp.com/biz/checkers-southgate?osq=food
384,,,,Yes,,No,,Casual,,,,,,,No,,,11:00 am - 11:00 pm,,,,,Yes,,,,Yes,Closed,,,,No,Validated,11:00 am - 11:00 pm,,12:00 pm - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,MI Detroit Downriver,Claimed,,e-and-j-kitchen-grosse-ile-township,42.1307024490677,-83.1590289250016,Pricey,2.5,bangkok-96-restaurant-dearborn,perdinos-of-grosse-ile-grosse-ile,china-star-wyandotte,3,"Thai,Japanese",E & J Kitchen,https://www.yelp.com/biz/e-and-j-kitchen-grosse-ile-township?osq=food
385,,No,,Yes,,No,Casual,Casual,,No,,,Yes,,No,,,10:00 am - 10:00 pm,,Lunch,,No,Yes,,,,No,10:00 am - 9:00 pm,,Average,,No,PrivateLot,10:00 am - 10:00 pm,,Closed,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,Yes,No,MI Detroit Downriver,Claimed,,sylvias-super-sub-shop-allen-park,42.2687399,-83.1976016,Inexpensive,3.5,the-cordial-shoppe-taylor,vinnies-italian-sub-shop-romulus,bella-pizza-allen-park,41,"Sandwiches,Pizza",Sylvia’s Super Sub Shop,https://www.yelp.com/biz/sylvias-super-sub-shop-allen-park?osq=food
387,,No,,Yes,,FullBar,,Casual,"Mon,Fri,Sun",Yes,,,No,No,No,Yes,,11:00 am - 2:00 am,,"Lunch,Dinner",No,Yes,Yes,,Yes,No,Yes,11:00 pm - 12:00 am,JukeBox,Average,,Yes,Street,11:00 am - 11:00 pm,OutdoorArea/PatioOnly,12:00 pm - 10:00 pm,Yes,Yes,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Downriver,Claimed,,sports-brew-pub-wyandotte,42.2023036,-83.1513337,Moderate,3.5,oak-caf%C3%A9-wyandotte-2,speed-boat-bar-and-grill-wyandotte,gizzmos-wyandotte,47,"Bars,American(New)",Sports Brew Pub,https://www.yelp.com/biz/sports-brew-pub-wyandotte?osq=food
388,,,,Yes,,FullBar,,Casual,,No,,,,,Yes,,,11:00 am - 11:00 pm,,,,Yes,Yes,,,,Yes,11:00 am - 11:00 pm,,Average,,No,,11:00 am - 11:00 pm,,11:00 am - 10:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,,,MI Detroit Downriver,Claimed,,foggia-brothers-pizza-southgate,42.2020104,-83.2076772,Moderate,4.5,mickeys-pizza-lincoln-park,primos-pizza-allen-park,old-chicago-southgate,13,Pizza,Foggia Brothers Pizza,https://www.yelp.com/biz/foggia-brothers-pizza-southgate?osq=food
389,,,,Yes,,No,Casual,Casual,,Yes,,,,,Yes,,,11:00 am - 12:00 am,,Dinner,,Yes,Yes,,,,No,11:00 am - 11:00 pm,,,,No,PrivateLot,11:00 am - 12:00 am,,12:00 pm - 10:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,,No,MI Detroit Downriver,Claimed,,b-cs-pizza-lincoln-park-2,42.2576021,-83.1715256,Inexpensive,4.0,pizza-king-lincoln-park,mickeys-pizza-lincoln-park,bella-pizza-allen-park,32,Pizza,B C’s Pizza,https://www.yelp.com/biz/b-cs-pizza-lincoln-park-2?osq=food
391,,,,Yes,,FullBar,,Casual,,No,,,,,No,,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,Yes,,,No,MI Detroit Downriver,Unclaimed,,panchos-mexican-restaurant-taylor-2,42.238911,-83.268922,Inexpensive,3.5,la-hacienda-taylor-2,mexican-gardens-southgate,angelinas-mexican-restaurant-allen-park,8,Mexican,Pancho’s Mexican Restaurant,https://www.yelp.com/biz/panchos-mexican-restaurant-taylor-2?osq=food
392,,,,Yes,,,,Casual,,Yes,,,,,No,,,,,,,Yes,Yes,,,,Yes,,,Average,,No,,,,,Yes,No,,,Yes,,Yes,,MI Detroit Downriver,Unclaimed,,parthenon-coney-island-riverview,42.1843401,-83.1904916,Moderate,3.0,down-river-coney-island-southgate,l-georges-coney-island-ii-detroit,zorbas-coney-island-riverview,24,"Diners,American(New)",Parthenon Coney Island,https://www.yelp.com/biz/parthenon-coney-island-riverview?osq=food
393,,Yes,,Yes,,No,,Casual,,,,,,,No,,,,,,,Yes,Yes,,,,Yes,,,Quiet,,No,,,,,No,No,,,No,,Yes,,MI Detroit Downriver,Unclaimed,,super-china-buffet-taylor,42.2472535,-83.2700256,Moderate,2.5,asian-buffet-and-sushi-plymouth,new-hong-kong-taylor,china-star-wyandotte,15,Chinese,Super China Buffet,https://www.yelp.com/biz/super-china-buffet-taylor?osq=food
395,,,,Yes,,No,Casual,Casual,,Yes,,,No,,No,,,10:00 am - 9:30 pm,,Brunch,,Yes,Yes,,,,Yes,10:00 am - 9:30 pm,,Average,,No,PrivateLot,10:00 am - 9:30 pm,,10:00 am - 7:00 pm,Yes,No,10:00 am - 9:30 pm,10:00 am - 9:30 pm,Yes,10:00 am - 9:30 pm,,,MI Detroit Downriver,Claimed,,bashars-flat-rock,42.1076828331002,-83.2858106878004,Inexpensive,3.5,michaels-on-the-river-flat-rock,hooters-taylor,portofino-wyandotte,25,"MiddleEastern,American(Traditional)",Bashar’s,https://www.yelp.com/biz/bashars-flat-rock?osq=food
