City,State,total_business
WESTBROOK,ME,1019
BUXTON,ME,1628
WEST KENNEBUNK,ME,120
WEST NEWFIELD,ME,54
YARMOUTH,ME,793
NORTH YARMOUTH,ME,237
PORTLAND,ME,1014
FALMOUTH,ME,1041
SOUTH PORTLAND,ME,1134
CAPE ELIZABETH,ME,1014
PEAKS ISLAND,ME,40
CUMBERLAND FORESIDE,ME,40
AUBURN,ME,253
ANDOVER,ME,80
BETHEL,ME,45
BRYANT POND,ME,43
BUCKFIELD,ME,57
CANTON,ME,187
DURHAM,ME,1003
DANVILLE,ME,780
DIXFIELD,ME,145
DRYDEN,ME,54
EAST ANDOVER,ME,32
EAST DIXFIELD,ME,56
EAST LIVERMORE,ME,48
EAST POLAND,ME,249
STONEHAM,ME,392
EAST WILTON,ME,13
GREENE,ME,231
HANOVER,ME,61
HEBRON,ME,202
JAY,ME,187
LEWISTON,ME,253
LISBON,ME,372
LISBON FALLS,ME,38
LIVERMORE,ME,28
LIVERMORE FALLS,ME,292
GREENWOOD,ME,216
MECHANIC FALLS,ME,239
MEXICO,ME,25
MINOT,ME,572
MONMOUTH,ME,187
NEW GLOUCESTER,ME,1005
NEWRY,ME,158
NORTH JAY,ME,50
LEEDS,ME,518
NORTH MONMOUTH,ME,23
NORTH TURNER,ME,28
NORTH WATERFORD,ME,18
NORWAY,ME,407
OXFORD,ME,83
PARIS,ME,432
POLAND,ME,614
ROXBURY,ME,97
RUMFORD,ME,130
SABATTUS,ME,242
SOUTH PARIS,ME,36
TURNER,ME,394
WAYNE,ME,54
WELD,ME,143
WEST BETHEL,ME,41
BOWDOIN,ME,893
WEST MINOT,ME,250
WEST PARIS,ME,386
PERU,ME,165
WEST POLAND,ME,109
SUMNER,ME,320
WILTON,ME,153
AUGUSTA,ME,449
COOPERS MILLS,ME,30
DRESDEN,ME,713
EAST WINTHROP,ME,189
FARMINGDALE,ME,411
GARDINER,ME,192
RANDOLPH,ME,62
HALLOWELL,ME,185
JEFFERSON,ME,531
KENTS HILL,ME,14
LITCHFIELD,ME,167
MANCHESTER,ME,603
MOUNT VERNON,ME,416
WHITEFIELD,ME,555
PALERMO,ME,420
READFIELD,ME,164
RICHMOND,ME,799
SOUTH CHINA,ME,8
SOUTH GARDINER,ME,149
VIENNA,ME,64
WINDSOR,ME,92
WINTHROP,ME,169
BANGOR,ME,385
ABBOT,ME,17
AURORA,ME,70
BRADFORD,ME,322
BRADLEY,ME,306
BREWER,ME,279
BROOKTON,ME,70
BROWNVILLE,ME,39
BROWNVILLE JUNCTION,ME,9
BUCKSPORT,ME,499
BURLINGTON,ME,30
GREENBUSH,ME,255
CARMEL,ME,20
CASTINE,ME,60
CHARLESTON,ME,16
DANFORTH,ME,99
DOVER FOXCROFT,ME,72
CORINTH,ME,12
EDDINGTON,ME,362
HOLDEN,ME,262
EAST MILLINOCKET,ME,13
EAST ORLAND,ME,39
ETNA,ME,321
EXETER,ME,36
FRANKFORT,ME,431
GREENVILLE,ME,50
GREENVILLE JUNCTION,ME,14
GUILFORD,ME,60
HAMPDEN,ME,352
HOWLAND,ME,29
HUDSON,ME,19
KENDUSKEAG,ME,216
KINGMAN,ME,58
LAGRANGE,ME,91
LAMBERT LAKE,ME,61
LEE,ME,304
LEVANT,ME,342
LINCOLN,ME,20
MATTAWAMKEAG,ME,28
MEDWAY,ME,13
MILFORD,ME,297
MILLINOCKET,ME,14
MILO,ME,8
MONSON,ME,13
OLD TOWN,ME,218
ORONO,ME,264
ORIENT,ME,71
ORLAND,ME,505
ORRINGTON,ME,249
PASSADUMKEAG,ME,421
PENOBSCOT,ME,403
ROCKWOOD,ME,73
SANGERVILLE,ME,62
SEBEC,ME,50
SHIRLEY MILLS,ME,48
SPRINGFIELD,ME,250
STETSON,ME,300
STILLWATER,ME,8
TOPSFIELD,ME,90
VANCEBORO,ME,202
WAITE,ME,9
WEST ENFIELD,ME,16
WINN,ME,28
WINTERPORT,ME,438
WYTOPITLOCK,ME,104
BATH,ME,49
ALNA,ME,640
BOOTHBAY,ME,464
BOOTHBAY HARBOR,ME,175
BRISTOL,ME,415
CHAMBERLAIN,ME,10
DAMARISCOTTA,ME,108
EAST BOOTHBAY,ME,75
FRIENDSHIP,ME,409
GEORGETOWN,ME,188
ISLE OF SPRINGS,ME,15
BREMEN,ME,104
NEWCASTLE,ME,503
NEW HARBOR,ME,10
NOBLEBORO,ME,575
EDGECOMB,ME,230
PEMAQUID,ME,415
PHIPPSBURG,ME,682
CUSHING,ME,140
ROUND POND,ME,13
SEBASCO ESTATES,ME,11
SOUTH BRISTOL,ME,413
SQUIRREL ISLAND,ME,13
TREVETT,ME,62
WALDOBORO,ME,93
WALPOLE,ME,189
WASHINGTON,ME,33
WEST BOOTHBAY HARBOR,ME,69
SOUTHPORT,ME,175
WISCASSET,ME,167
WOOLWICH,ME,668
ELLSWORTH,ME,1020
ADDISON,ME,435
GOULDSBORO,ME,322
BAR HARBOR,ME,253
BEALS,ME,55
BERNARD,ME,14
BIRCH HARBOR,ME,11
BLUE HILL,ME,411
BROOKLIN,ME,383
BROOKSVILLE,ME,421
CALAIS,ME,55
CHERRYFIELD,ME,204
COLUMBIA FALLS,ME,71
COREA,ME,31
CRANBERRY ISLES,ME,180
CUTLER,ME,54
DEER ISLE,ME,334
DENNYSVILLE,ME,143
EAST BLUE HILL,ME,140
EAST MACHIAS,ME,62
EASTPORT,ME,29
FRANKLIN,ME,90
FRENCHBORO,ME,15
GRAND LAKE STREAM,ME,127
HANCOCK,ME,345
HARBORSIDE,ME,112
HARRINGTON,ME,442
HULLS COVE,ME,272
ISLE AU HAUT,ME,29
ISLESFORD,ME,9
JONESBORO,ME,34
JONESPORT,ME,54
LITTLE DEER ISLE,ME,64
LUBEC,ME,54
BASS HARBOR,ME,29
MACHIAS,ME,42
MACHIASPORT,ME,47
MEDDYBEMPS,ME,9
MILBRIDGE,ME,194
MOUNT DESERT,ME,362
NORTHEAST HARBOR,ME,47
SULLIVAN,ME,165
PEMBROKE,ME,39
PERRY,ME,97
PRINCETON,ME,25
PROSPECT HARBOR,ME,134
ROBBINSTON,ME,72
SALSBURY COVE,ME,253
SARGENTVILLE,ME,64
SEAL COVE,ME,211
SEAL HARBOR,ME,18
SEDGWICK,ME,400
SORRENTO,ME,178
SOUTHWEST HARBOR,ME,185
STEUBEN,ME,268
STONINGTON,ME,36
SUNSET,ME,9
SURRY,ME,428
SWANS ISLAND,ME,50
WESLEY,ME,45
WHITING,ME,65
WINTER HARBOR,ME,157
BAILEYVILLE,ME,42
HOULTON,ME,25
ASHLAND,ME,42
BENEDICTA,ME,80
BLAINE,ME,123
BRIDGEWATER,ME,117
CARIBOU,ME,59
CLAYTON LAKE,ME,2
CROUSEVILLE,ME,46
EAGLE LAKE,ME,22
EASTON,ME,59
ESTCOURT STATION,ME,62
FORT FAIRFIELD,ME,61
FORT KENT,ME,48
FORT KENT MILLS,ME,19
FRENCHVILLE,ME,51
GRAND ISLE,ME,34
ISLAND FALLS,ME,10
LIMESTONE,ME,61
MADAWASKA,ME,78
MAPLETON,ME,54
MARS HILL,ME,51
MONTICELLO,ME,114
NEW LIMERICK,ME,26
NEW SWEDEN,ME,60
OAKFIELD,ME,35
OXBOW,ME,92
PATTEN,ME,11
PERHAM,ME,53
PORTAGE,ME,92
PRESQUE ISLE,ME,39
SAINT AGATHA,ME,52
SAINT DAVID,ME,29
SAINT FRANCIS,ME,61
SHERIDAN,ME,99
SHERMAN,ME,22
STACYVILLE,ME,23
SINCLAIR,ME,115
SMYRNA MILLS,ME,103
WALLAGRASS,ME,19
STOCKHOLM,ME,32
VAN BUREN,ME,39
WASHBURN,ME,43
WESTFIELD,ME,53
ROCKLAND,ME,185
CAMDEN,ME,200
GLEN COVE,ME,15
HOPE,ME,127
ISLESBORO,ME,389
LINCOLNVILLE,ME,390
LINCOLNVILLE CENTER,ME,170
MATINICUS,ME,783
MONHEGAN,ME,16
NORTH HAVEN,ME,325
OWLS HEAD,ME,184
PORT CLYDE,ME,10
ROCKPORT,ME,195
SOUTH THOMASTON,ME,142
SPRUCE HEAD,ME,123
TENANTS HARBOR,ME,19
THOMASTON,ME,202
UNION,ME,407
VINALHAVEN,ME,243
WARREN,ME,207
WEST ROCKPORT,ME,201
WATERVILLE,ME,121
ALBION,ME,328
ANSON,ME,231
ATHENS,ME,96
BELFAST,ME,64
BELGRADE,ME,405
BELGRADE LAKES,ME,6
BINGHAM,ME,54
BROOKS,ME,422
BURNHAM,ME,223
CAMBRIDGE,ME,108
CANAAN,ME,221
CARATUNK,ME,50
CHINA VILLAGE,ME,359
CLINTON,ME,250
CORINNA,ME,84
DETROIT,ME,176
DEXTER,ME,16
DIXMONT,ME,18
EAST NEWPORT,ME,34
EAST VASSALBORO,ME,14
EUSTIS,ME,62
FAIRFIELD,ME,338
FARMINGTON,ME,49
GARLAND,ME,21
FARMINGTON FALLS,ME,66
FREEDOM,ME,262
HARMONY,ME,8
HARTLAND,ME,117
HINCKLEY,ME,136
JACKMAN,ME,11
KINGFIELD,ME,76
LIBERTY,ME,424
MADISON,ME,231
MONROE,ME,30
MORRILL,ME,83
NEWPORT,ME,35
NEW PORTLAND,ME,130
NEW SHARON,ME,248
NEW VINEYARD,ME,26
NORRIDGEWOCK,ME,245
NORTH ANSON,ME,146
NORTH VASSALBORO,ME,145
OAKLAND,ME,131
OQUOSSOC,ME,42
PALMYRA,ME,35
PHILLIPS,ME,120
PITTSFIELD,ME,207
PLYMOUTH,ME,31
RANGELEY,ME,26
SAINT ALBANS,ME,110
SANDY POINT,ME,108
SEARSMONT,ME,382
SEARSPORT,ME,115
SHAWMUT,ME,130
SKOWHEGAN,ME,197
SMITHFIELD,ME,131
SOLON,ME,93
STOCKTON SPRINGS,ME,118
STRATTON,ME,25
STRONG,ME,126
TEMPLE,ME,126
WEST FORKS,ME,14
THORNDIKE,ME,13
TROY,ME,22
UNITY,ME,287
VASSALBORO,ME,369
WEST FARMINGTON,ME,48
WHITE RIVER JUNCTION,VT,75
ASCUTNEY,VT,60
BARNARD,VT,124
BETHEL,VT,462
BRADFORD,VT,11
BRIDGEWATER,VT,596
BRIDGEWATER CORNERS,VT,7
BROOKFIELD,VT,278
BROWNSVILLE,VT,123
CHELSEA,VT,19
CORINTH,VT,266
EAST CORINTH,VT,7
EAST RANDOLPH,VT,47
EAST RYEGATE,VT,19
EAST THETFORD,VT,14
FAIRLEE,VT,49
GROTON,VT,299
HARTFORD,VT,483
HARTLAND,VT,546
HARTLAND FOUR CORNERS,VT,191
MC INDOE FALLS,VT,29
NEWBURY,VT,217
NORTH HARTLAND,VT,17
NORTH POMFRET,VT,431
NORTH THETFORD,VT,15
NORWICH,VT,380
PLYMOUTH,VT,553
POST MILLS,VT,55
QUECHEE,VT,223
RANDOLPH,VT,51
RANDOLPH CENTER,VT,48
READING,VT,143
SHARON,VT,409
SOUTH POMFRET,VT,84
SOUTH ROYALTON,VT,14
SOUTH RYEGATE,VT,30
SOUTH STRAFFORD,VT,348
SOUTH WOODSTOCK,VT,109
STRAFFORD,VT,364
TAFTSVILLE,VT,209
THETFORD,VT,100
THETFORD CENTER,VT,97
TOPSHAM,VT,20
TUNBRIDGE,VT,456
VERSHIRE,VT,30
WELLS RIVER,VT,22
WEST FAIRLEE,VT,383
WEST HARTFORD,VT,38
WEST NEWBURY,VT,41
WEST TOPSHAM,VT,58
WILDER,VT,90
WINDSOR,VT,140
WOODSTOCK,VT,147
BELLOWS FALLS,VT,30
CAMBRIDGEPORT,VT,93
CAVENDISH,VT,122
CHESTER,VT,360
CHESTER DEPOT,VT,14
GRAFTON,VT,118
LONDONDERRY,VT,404
LUDLOW,VT,53
NORTH SPRINGFIELD,VT,23
PERKINSVILLE,VT,26
PERU,VT,132
PROCTORSVILLE,VT,16
SAXTONS RIVER,VT,45
SOUTH LONDONDERRY,VT,25
SPRINGFIELD,VT,132
WESTMINSTER,VT,508
WESTMINSTER STATION,VT,44
WESTON,VT,390
BENNINGTON,VT,74
ARLINGTON,VT,14
DORSET,VT,319
EAST ARLINGTON,VT,103
EAST DORSET,VT,129
MANCHESTER,VT,116
MANCHESTER CENTER,VT,74
NORTH BENNINGTON,VT,29
NORTH POWNAL,VT,183
POWNAL,VT,179
SHAFTSBURY,VT,121
BRATTLEBORO,VT,153
BONDVILLE,VT,19
EAST DOVER,VT,133
JACKSONVILLE,VT,71
JAMAICA,VT,87
MARLBORO,VT,212
NEWFANE,VT,551
PUTNEY,VT,170
READSBORO,VT,662
SOUTH NEWFANE,VT,225
STAMFORD,VT,472
TOWNSHEND,VT,582
VERNON,VT,166
WARDSBORO,VT,90
WEST DOVER,VT,41
WEST DUMMERSTON,VT,495
WEST HALIFAX,VT,91
WEST TOWNSHEND,VT,114
WEST WARDSBORO,VT,124
WHITINGHAM,VT,59
WILLIAMSVILLE,VT,209
WILMINGTON,VT,84
BURLINGTON,VT,617
SOUTH BURLINGTON,VT,629
WINOOSKI,VT,635
COLCHESTER,VT,634
ALBURGH,VT,288
BAKERSFIELD,VT,396
BELVIDERE CENTER,VT,36
BRISTOL,VT,22
CAMBRIDGE,VT,914
CHARLOTTE,VT,797
EAST BERKSHIRE,VT,30
EAST FAIRFIELD,VT,43
ENOSBURG FALLS,VT,219
ESSEX,VT,984
ESSEX JUNCTION,VT,434
FAIRFAX,VT,910
FAIRFIELD,VT,300
FERRISBURGH,VT,729
FRANKLIN,VT,57
GRAND ISLE,VT,178
HIGHGATE CENTER,VT,19
HIGHGATE SPRINGS,VT,52
HINESBURG,VT,316
HUNTINGTON,VT,947
ISLE LA MOTTE,VT,40
JEFFERSONVILLE,VT,17
JERICHO,VT,45
JONESVILLE,VT,218
MILTON,VT,188
MONKTON,VT,77
MONTGOMERY,VT,131
MONTGOMERY CENTER,VT,10
NEW HAVEN,VT,344
NORTH FERRISBURGH,VT,113
NORTH HERO,VT,369
RICHFORD,VT,134
RICHMOND,VT,324
SAINT ALBANS,VT,88
SAINT ALBANS BAY,VT,7
SHELBURNE,VT,609
SHELDON,VT,246
SHELDON SPRINGS,VT,92
SOUTH HERO,VT,253
STARKSBORO,VT,938
SWANTON,VT,11
UNDERHILL,VT,1007
UNDERHILL CENTER,VT,162
VERGENNES,VT,15
WATERVILLE,VT,519
WESTFORD,VT,309
WILLISTON,VT,634
MONTPELIER,VT,181
ADAMANT,VT,166
BARRE,VT,135
CABOT,VT,49
CALAIS,VT,103
EAST BARRE,VT,129
EAST CALAIS,VT,420
EAST MONTPELIER,VT,400
EDEN,VT,290
EDEN MILLS,VT,28
GRANITEVILLE,VT,50
HYDE PARK,VT,291
JOHNSON,VT,28
LAKE ELMORE,VT,130
MARSHFIELD,VT,418
MORETOWN,VT,597
MORRISVILLE,VT,27
MOSCOW,VT,168
NORTHFIELD,VT,17
NORTHFIELD FALLS,VT,24
NORTH HYDE PARK,VT,60
NORTH MONTPELIER,VT,133
PLAINFIELD,VT,131
ROXBURY,VT,348
SOUTH BARRE,VT,57
WATERBURY,VT,50
STOWE,VT,175
WAITSFIELD,VT,142
WARREN,VT,68
WASHINGTON,VT,335
WATERBURY CENTER,VT,193
WEBSTERVILLE,VT,23
WILLIAMSTOWN,VT,129
WOLCOTT,VT,333
WOODBURY,VT,63
WORCESTER,VT,438
RUTLAND,VT,109
BELMONT,VT,7
BENSON,VT,321
BOMOSEEN,VT,21
BRANDON,VT,37
BRIDPORT,VT,93
CASTLETON,VT,109
CENTER RUTLAND,VT,89
CHITTENDEN,VT,381
CUTTINGSVILLE,VT,181
DANBY,VT,41
EAST MIDDLEBURY,VT,73
EAST POULTNEY,VT,13
EAST WALLINGFORD,VT,88
FAIR HAVEN,VT,60
FLORENCE,VT,165
FOREST DALE,VT,387
GAYSVILLE,VT,99
GRANVILLE,VT,384
HANCOCK,VT,357
HYDEVILLE,VT,18
KILLINGTON,VT,170
MIDDLEBURY,VT,60
MIDDLETOWN SPRINGS,VT,174
MOUNT HOLLY,VT,495
NORTH CLARENDON,VT,100
ORWELL,VT,46
PAWLET,VT,55
PITTSFIELD,VT,86
PITTSFORD,VT,370
POULTNEY,VT,360
PROCTOR,VT,165
RIPTON,VT,286
ROCHESTER,VT,437
RUPERT,VT,112
SALISBURY,VT,83
SHOREHAM,VT,98
STOCKBRIDGE,VT,350
WALLINGFORD,VT,444
WELLS,VT,54
WEST PAWLET,VT,47
WEST RUPERT,VT,96
WEST RUTLAND,VT,164
WHITING,VT,50
SAINT JOHNSBURY,VT,61
ALBANY,VT,281
BARNET,VT,261
BARTON,VT,162
BEEBE PLAIN,VT,52
CONCORD,VT,205
COVENTRY,VT,68
CRAFTSBURY,VT,280
CRAFTSBURY COMMON,VT,309
DANVILLE,VT,246
DERBY,VT,117
DERBY LINE,VT,52
EAST BURKE,VT,10
EAST CHARLESTON,VT,35
EAST HARDWICK,VT,26
EAST HAVEN,VT,164
EAST SAINT JOHNSBURY,VT,97
GLOVER,VT,201
GRANBY,VT,153
GREENSBORO,VT,44
GREENSBORO BEND,VT,44
HARDWICK,VT,43
IRASBURG,VT,56
ISLAND POND,VT,122
LOWELL,VT,204
LOWER WATERFORD,VT,219
LYNDON,VT,69
LYNDON CENTER,VT,16
LYNDONVILLE,VT,16
MORGAN,VT,93
NEWPORT,VT,125
NEWPORT CENTER,VT,125
NORTH CONCORD,VT,64
NORTH TROY,VT,47
ORLEANS,VT,894
PASSUMPSIC,VT,50
PEACHAM,VT,300
SAINT JOHNSBURY CENTER,VT,71
SHEFFIELD,VT,151
SUTTON,VT,144
TROY,VT,152
WEST BURKE,VT,32
WEST CHARLESTON,VT,62
WEST DANVILLE,VT,85
WESTFIELD,VT,166
WEST GLOVER,VT,9
AVERILL,VT,53
BEECHER FALLS,VT,23
CANAAN,VT,53
GILMAN,VT,77
GUILDHALL,VT,22
LUNENBURG,VT,167
NORTON,VT,127
AVON,CT,1863
BLOOMFIELD,CT,2066
WINDSOR,CT,1961
BRISTOL,CT,1646
BURLINGTON,CT,1024
BROAD BROOK,CT,239
CANAAN,CT,136
CANTON,CT,1250
CANTON CENTER,CT,170
COLEBROOK,CT,95
COLLINSVILLE,CT,203
EAST BERLIN,CT,166
EAST CANAAN,CT,39
EAST GLASTONBURY,CT,36
EAST GRANBY,CT,1074
EAST HARTLAND,CT,335
EAST WINDSOR HILL,CT,1907
ELLINGTON,CT,984
FARMINGTON,CT,2151
FALLS VILLAGE,CT,41
GLASTONBURY,CT,4250
GRANBY,CT,845
BERLIN,CT,2405
LAKEVILLE,CT,47
MANCHESTER,CT,1821
BOLTON,CT,200
NEW BRITAIN,CT,2514
NEW HARTFORD,CT,522
NORFOLK,CT,916
NORTH CANTON,CT,128
NORTH GRANBY,CT,554
PINE MEADOW,CT,23
PLAINVILLE,CT,564
BARKHAMSTED,CT,3967
POQUONOCK,CT,4327
RIVERTON,CT,283
VERNON ROCKVILLE,CT,1299
ROCKY HILL,CT,2270
SALISBURY,CT,129
SHARON,CT,946
SIMSBURY,CT,1348
SOMERS,CT,914
SOMERSVILLE,CT,1020
SOUTH GLASTONBURY,CT,4379
SOUTH WINDSOR,CT,1882
STAFFORD,CT,3385
STAFFORD SPRINGS,CT,39
STAFFORDVILLE,CT,236
SUFFIELD,CT,1154
TACONIC,CT,134
TARIFFVILLE,CT,74
ENFIELD,CT,1196
TOLLAND,CT,676
UNIONVILLE,CT,51
EAST WINDSOR,CT,1369
WEATOGUE,CT,269
WEST GRANBY,CT,86
WEST HARTLAND,CT,196
WEST SIMSBURY,CT,216
WEST SUFFIELD,CT,126
WINCHESTER CENTER,CT,280
WINDSOR LOCKS,CT,1228
WINSTED,CT,70
HARTFORD,CT,2327
WEST HARTFORD,CT,2372
EAST HARTFORD,CT,2115
WETHERSFIELD,CT,2441
NEWINGTON,CT,2587
WILLIMANTIC,CT,134
ABINGTON,CT,234
AMSTON,CT,28
ANDOVER,CT,697
BALLOUVILLE,CT,40
BROOKLYN,CT,212
CHAPLIN,CT,252
COLUMBIA,CT,419
COVENTRY,CT,577
DANIELSON,CT,53
DAYVILLE,CT,37
EASTFORD,CT,275
EAST KILLINGLY,CT,239
EAST WOODSTOCK,CT,368
FABYAN,CT,38
GROSVENOR DALE,CT,24
HAMPTON,CT,344
HEBRON,CT,545
LEBANON,CT,2292
MANSFIELD CENTER,CT,183
MANSFIELD DEPOT,CT,52
NORTH FRANKLIN,CT,418
NORTH GROSVENORDALE,CT,178
NORTH WINDHAM,CT,156
POMFRET,CT,1252
POMFRET CENTER,CT,26
PUTNAM,CT,264
QUINEBAUG,CT,155
ROGERS,CT,42
SCOTLAND,CT,365
SOUTH WILLINGTON,CT,33
SOUTH WINDHAM,CT,118
SOUTH WOODSTOCK,CT,93
STORRS MANSFIELD,CT,142
THOMPSON,CT,366
ASHFORD,CT,204
WILLINGTON,CT,2843
WINDHAM,CT,351
WOODSTOCK,CT,319
WOODSTOCK VALLEY,CT,22
NEW LONDON,CT,701
BALTIC,CT,20
CANTERBURY,CT,225
CENTRAL VILLAGE,CT,27
EAST LYME,CT,652
BOZRAH,CT,426
GALES FERRY,CT,308
GILMAN,CT,389
MASHANTUCKET,CT,947
LEDYARD,CT,947
GROTON,CT,713
HANOVER,CT,13
JEWETT CITY,CT,372
MONTVILLE,CT,875
MOOSUP,CT,58
MYSTIC,CT,227
NIANTIC,CT,280
NORTH STONINGTON,CT,545
NORWICH,CT,413
PRESTON,CT,583
OAKDALE,CT,190
OLD LYME,CT,476
OLD MYSTIC,CT,866
ONECO,CT,193
PLAINFIELD,CT,217
QUAKER HILL,CT,371
SOUTH LYME,CT,587
STERLING,CT,189
STONINGTON,CT,756
PAWCATUCK,CT,230
TAFTVILLE,CT,209
UNCASVILLE,CT,41
VERSAILLES,CT,1725
VOLUNTOWN,CT,248
WATERFORD,CT,705
WAUREGAN,CT,27
WEST MYSTIC,CT,297
YANTIC,CT,179
FISHERS ISLAND,NY,1683
ANSONIA,CT,2246
BEACON FALLS,CT,1955
BOTSFORD,CT,1174
BRANFORD,CT,1525
CHESHIRE,CT,1589
CENTERBROOK,CT,82
CHESTER,CT,547
CLINTON,CT,426
COBALT,CT,32
COLCHESTER,CT,266
CROMWELL,CT,1907
DEEP RIVER,CT,485
DERBY,CT,2365
KILLINGWORTH,CT,512
SALEM,CT,34
DURHAM,CT,184
EAST HADDAM,CT,496
EAST HAMPTON,CT,726
ESSEX,CT,444
GUILFORD,CT,684
HADDAM,CT,540
HADLYME,CT,2557
HAWLEYVILLE,CT,903
HIGGANUM,CT,4815
IVORYTON,CT,246
MADISON,CT,3063
MARION,CT,6112
MARLBOROUGH,CT,77
MERIDEN,CT,1649
MIDDLEFIELD,CT,1388
MIDDLE HADDAM,CT,738
MIDDLETOWN,CT,1342
MILFORD,CT,2367
MILLDALE,CT,129
MONROE,CT,1584
MOODUS,CT,67
NEWTOWN,CT,4996
NORTH BRANFORD,CT,1543
NORTHFORD,CT,1961
NORTH HAVEN,CT,2150
NORTH WESTCHESTER,CT,340
OLD SAYBROOK,CT,417
ORANGE,CT,2288
OXFORD,CT,1656
PLANTSVILLE,CT,142
PORTLAND,CT,1403
ROCKFALL,CT,30
SANDY HOOK,CT,1034
SEYMOUR,CT,1958
SHELTON,CT,2358
SOUTH BRITAIN,CT,1059
SOUTHBURY,CT,1018
SOUTHINGTON,CT,2184
STEVENSON,CT,5965
WALLINGFORD,CT,1901
WESTBROOK,CT,377
NEW HAVEN,CT,2143
EAST HAVEN,CT,1728
HAMDEN,CT,2279
WEST HAVEN,CT,1102
BETHANY,CT,379
WOODBRIDGE,CT,970
BRIDGEPORT,CT,1664
TRUMBULL,CT,1772
EASTON,CT,2026
STRATFORD,CT,1977
WATERBURY,CT,1313
PROSPECT,CT,1501
WOLCOTT,CT,1482
BANTAM,CT,78
BETHLEHEM,CT,627
BRIDGEWATER,CT,683
CORNWALL,CT,179
CORNWALL BRIDGE,CT,168
GAYLORDSVILLE,CT,84
GOSHEN,CT,1766
KENT,CT,163
LAKESIDE,CT,88
LITCHFIELD,CT,346
MIDDLEBURY,CT,905
MORRIS,CT,704
NAUGATUCK,CT,386
NEW MILFORD,CT,471
NEW PRESTON MARBLE DALE,CT,42
NORTHFIELD,CT,44
OAKVILLE,CT,427
PEQUABUCK,CT,21
PLYMOUTH,CT,1253
ROXBURY,CT,580
SHERMAN,CT,2360
SOUTH KENT,CT,219
TERRYVILLE,CT,1346
THOMASTON,CT,1160
TORRINGTON,CT,474
HARWINTON,CT,731
WASHINGTON,CT,348
WASHINGTON DEPOT,CT,343
WATERTOWN,CT,921
WEST CORNWALL,CT,931
WOODBURY,CT,140
BETHEL,CT,951
BROOKFIELD,CT,823
COS COB,CT,2656
DANBURY,CT,857
NEW FAIRFIELD,CT,848
DARIEN,CT,1674
FAIRFIELD,CT,1728
GEORGETOWN,CT,213
GREENWICH,CT,2949
GREENS FARMS,CT,1705
NEW CANAAN,CT,113
NORWALK,CT,1746
OLD GREENWICH,CT,856
REDDING CENTER,CT,1258
REDDING RIDGE,CT,1316
RIDGEFIELD,CT,193
RIVERSIDE,CT,905
WESTPORT,CT,1853
WESTON,CT,1996
SOUTHPORT,CT,129
REDDING,CT,1258
WILTON,CT,1678
STAMFORD,CT,1966
AVENEL,NJ,1700
BAYONNE,NJ,4214
BLOOMFIELD,NJ,17877
FAIRFIELD,NJ,5831
BOONTON,NJ,167
CALDWELL,NJ,1588
CARTERET,NJ,6691
CEDAR GROVE,NJ,2201
CLIFFSIDE PARK,NJ,2972
CLIFTON,NJ,23704
CRANFORD,NJ,6898
EAST ORANGE,NJ,10674
EDGEWATER,NJ,12876
ESSEX FELLS,NJ,6591
FAIRVIEW,NJ,3053
FANWOOD,NJ,5180
FORT LEE,NJ,1849
GARFIELD,NJ,1160
GARWOOD,NJ,6603
GLEN RIDGE,NJ,2767
HARRISON,NJ,28869
HOBOKEN,NJ,10659
NORTH ARLINGTON,NJ,30461
KEARNY,NJ,30130
KENILWORTH,NJ,7141
LAKE HIAWATHA,NJ,273
LINCOLN PARK,NJ,4623
LINDEN,NJ,2197
LIVINGSTON,NJ,1291
MAPLEWOOD,NJ,7778
MILLBURN,NJ,7116
MONTCLAIR,NJ,9505
VERONA,NJ,7841
MONTVILLE,NJ,3663
MOUNTAIN LAKES,NJ,2425
NORTH BERGEN,NJ,37766
ORANGE,NJ,9528
WEST ORANGE,NJ,2589
PARSIPPANY,NJ,3266
PASSAIC,NJ,25773
WALLINGTON,NJ,28273
PINE BROOK,NJ,898
WARREN,NJ,3248
PLAINFIELD,NJ,4698
PORT READING,NJ,1383
RAHWAY,NJ,471
CLARK,NJ,6420
COLONIA,NJ,1808
ROSELAND,NJ,6153
WATCHUNG,NJ,4199
RUTHERFORD,NJ,30996
LYNDHURST,NJ,30851
CARLSTADT,NJ,32476
EAST RUTHERFORD,NJ,31521
MOONACHIE,NJ,32926
WOOD RIDGE,NJ,30363
SCOTCH PLAINS,NJ,1497
SEWAREN,NJ,410
SHORT HILLS,NJ,1432
SOUTH ORANGE,NJ,173
SOUTH PLAINFIELD,NJ,1399
SPRINGFIELD,NJ,6653
TOWACO,NJ,715
UNION,NJ,7426
WEEHAWKEN,NJ,8809
UNION CITY,NJ,7275
VAUXHALL,NJ,561
WESTFIELD,NJ,426
MOUNTAINSIDE,NJ,377
WEST NEW YORK,NJ,676
SECAUCUS,NJ,36632
WOODBRIDGE,NJ,5679
JERSEY CITY,NJ,18104
NEWARK,NJ,25315
BELLEVILLE,NJ,25553
NUTLEY,NJ,25497
IRVINGTON,NJ,2958
ELIZABETH,NJ,2749
ROSELLE,NJ,7322
ROSELLE PARK,NJ,7440
HILLSIDE,NJ,9071
ELIZABETHPORT,NJ,668
ALLENDALE,NJ,4180
BLOOMINGDALE,NJ,1621
