AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,Yes,None,FullBar,Divey,Casual,"Thu,Fri,Sat",Yes,None,None,None,No,No,None,None,11:00 am - 2:00 am,None,None,No,Yes,No,None,Yes,No,Yes,11:00 am - 2:00 am,Background,Average,None,Yes,Street,11:00 am - 2:00 am,No,11:00 am - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,None,11:00 am - 2:00 am,No,None,MI Detroit Bricktown,Claimed,None,detroiter-bar-detroit,42.3330382,-83.0414814,1.0,3.5,grand-trunk-pub-detroit-2,sweetwater-tavern-detroit,firebird-tavern-detroit,67,"DiveBars,SportsBars,American(New)",Detroiter Bar,https://www.yelp.com/biz/detroiter-bar-detroit?osq=food
None,None,None,Yes,None,None,Divey,Casual,None,No,None,None,Yes,None,Yes,None,None,8:00 am - 4:00 pm,None,None,None,Yes,Yes,None,None,None,No,8:00 am - 4:00 pm,None,Average,None,No,None,Closed,None,Closed,Yes,No,8:00 am - 4:00 pm,8:00 am - 4:00 pm,None,8:00 am - 4:00 pm,None,No,MI Detroit Bricktown,Claimed,None,nathans-deli-detroit,42.3317118,-83.0386326,1.0,4.0,hygrade-deli-detroit,mikes-famous-ham-place-detroit,lous-deli-detroit,13,Delis,Nathan’s Deli,https://www.yelp.com/biz/nathans-deli-detroit?osq=food
None,No,None,Yes,None,FullBar,None,Casual,"Wed,Fri,Sat",Yes,None,None,Yes,Yes,No,None,None,4:00 pm - 2:00 am,None,"Dinner,LateNight",Yes,Yes,No,None,Yes,No,Yes,4:00 pm - 12:00 am,"DJ,Live",VeryLoud,None,No,"Valet,Street",7:00 pm - 2:00 am,No,7:00 pm - 2:00 am,Yes,No,4:00 pm - 2:00 am,4:00 pm - 2:00 am,Yes,4:00 pm - 2:00 am,Yes,No,MI Detroit Bricktown,Unclaimed,None,floods-bar-and-grille-detroit,42.3343127,-83.0404362,2.0,3.5,bakers-keyboard-lounge-detroit,cliff-bells-detroit,centaur-bar-detroit,56,"American(Traditional),SoulFood,Bars",Floods Bar & Grille,https://www.yelp.com/biz/floods-bar-and-grille-detroit?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,None,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,None,None,Average,None,No,Street,None,None,None,Yes,Yes,None,None,Yes,None,Yes,None,MI Detroit Bricktown,Unclaimed,None,loco-bar-and-grill-detroit,42.3337315506,-83.0419786931,2.0,2.5,los-galanes-detroit,taqueria-el-rey-detroit,xochimilco-restaurant-detroit,85,Mexican,Loco Bar & Grill,https://www.yelp.com/biz/loco-bar-and-grill-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Bricktown,Unclaimed,None,speedway-detroit,42.332669,-83.0367009,1.0,5.0,speedway-romulus-4,None,None,1,"Gas&ServiceStations,ConvenienceStores",Speedway,https://www.yelp.com/biz/speedway-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,11:30 am - 7:00 pm,None,None,None,None,None,None,None,None,None,11:30 am - 5:30 pm,None,None,None,None,Street,Closed,None,Closed,Yes,None,11:30 am - 5:30 pm,11:30 am - 5:30 pm,None,11:30 am - 5:30 pm,No,None,MI Detroit Bricktown,Unclaimed,None,good-people-popcorn-detroit,42.3327453,-83.0413455,1.0,4.5,good-people-popcorn-detroit,big-top-popcorn-eastpointe,garrett-popcorn-shops-novi-2,21,PopcornShops,Good People Popcorn,https://www.yelp.com/biz/good-people-popcorn-detroit?osq=food
None,No,None,Yes,None,FullBar,None,Casual,None,No,None,None,No,No,No,None,None,None,None,None,No,Yes,No,None,Yes,None,No,None,Background,Average,None,No,None,None,No,None,Yes,Yes,None,None,Yes,None,None,No,MI Detroit Bricktown,Unclaimed,None,mo-better-blues-detroit-3,42.3319705,-83.0392901,1.0,2.0,floods-bar-and-grille-detroit,berts-marketplace-detroit-2,raven-lounge-and-restaurant-detroit,5,"Jazz&Blues,SoulFood",Mo Better Blues,https://www.yelp.com/biz/mo-better-blues-detroit-3?osq=food
None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,MI Detroit Bricktown,Unclaimed,None,tunnel-liquor-shoppe-detroit,42.3305356,-83.0416841,2.0,3.5,happy-four-party-store-detroit,broadway-stop-and-shop-detroit,cost-plus-wine-detroit,4,"Beer,Wine&Spirits",Tunnel Liquor Shoppe,https://www.yelp.com/biz/tunnel-liquor-shoppe-detroit?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,None,None,Yes,None,None,11:00 am - 9:00 pm,None,Lunch,None,Yes,Yes,None,None,None,No,11:00 am - 9:00 pm,None,Average,None,No,None,Closed,None,Closed,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,MI Detroit Bricktown,Unclaimed,None,rice-bowl-fresh-asian-kitchen-detroit,42.330485,-83.041757,2.0,3.0,china-one-buffet-detroit,orchid-thai-restaurant-detroit,china-house-detroit-3,21,"Chinese,AsianFusion,Thai",Rice Bowl Fresh Asian Kitchen,https://www.yelp.com/biz/rice-bowl-fresh-asian-kitchen-detroit?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,Yes,None,None,None,None,None,None,No,MI Detroit Bricktown,Unclaimed,None,tim-hortons-detroit-2,42.3305356,-83.0416841,1.0,2.0,starbucks-grosse-pointe,dunkin-donuts-detroit-2,coffee-beanery-detroit-3,12,Coffee&Tea,Tim Hortons,https://www.yelp.com/biz/tim-hortons-detroit-2?osq=food
No,No,None,Yes,None,Beer&WineOnly,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 11:00 pm,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Average,None,No,Street,11:00 am - 11:00 pm,None,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,No,MI Detroit Cass_Corridor,Claimed,None,guss-world-famous-fried-chicken-detroit,42.347952,-83.067582,2.0,4.0,None,None,None,94,"ChickenShop,Southern",Gus’s World Famous Fried Chicken,https://www.yelp.com/biz/guss-world-famous-fried-chicken-detroit?osq=food
No,No,None,Yes,None,FullBar,"Hipster,Casual",Casual,None,Yes,None,None,No,None,No,None,None,11:30 am - 1:00 am,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:30 am - 11:00 pm,None,Loud,None,Yes,Street,11:30 am - 1:00 am,None,11:30 am - 10:00 pm,Yes,No,11:30 am - 11:00 pm,11:30 am - 11:00 pm,No,11:30 am - 11:00 pm,None,Free,MI Detroit Cass_Corridor,Claimed,None,jolly-pumpkin-pizzeria-and-brewery-detroit,42.3512597417,-83.0652487172,2.0,4.0,motor-city-brewing-works-detroit,honest-johns-bar-and-grill-detroit,supino-pizzeria-detroit,275,"Pizza,Breweries",Jolly Pumpkin Pizzeria and Brewery,https://www.yelp.com/biz/jolly-pumpkin-pizzeria-and-brewery-detroit?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,6:00 am - 6:00 pm,None,"Breakfast,Lunch",None,No,Yes,Yes,None,None,No,6:00 am - 6:00 pm,None,Average,None,Yes,Street,6:00 am - 6:00 pm,None,8:00 am - 4:00 pm,Yes,No,6:00 am - 6:00 pm,6:00 am - 6:00 pm,No,6:00 am - 6:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,avalon-international-breads-detroit,42.3504092644,-83.0640757084,1.0,4.5,astoria-pastry-shop-detroit,detroit-institute-of-bagels-detroit-2,fourteen-east-detroit,244,"Bakeries,Sandwiches,Coffee&Tea",Avalon International Breads,https://www.yelp.com/biz/avalon-international-breads-detroit?osq=food
None,No,None,Yes,None,Beer&WineOnly,Hipster,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 1:00 am,None,"Lunch,Dinner,LateNight",None,Yes,No,None,None,None,Yes,11:00 am - 12:00 am,None,Average,None,Yes,PrivateLot,11:00 am - 1:00 am,None,12:00 pm - 12:00 am,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,None,motor-city-brewing-works-detroit,42.3518690018,-83.0660513029,2.0,4.0,pizzapapalis-detroit,atwater-brewery-detroit,detroit-beer-company-detroit,369,"Breweries,Pizza",Motor City Brewing Works,https://www.yelp.com/biz/motor-city-brewing-works-detroit?osq=food
None,No,None,Yes,None,FullBar,Trendy,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 11:30 pm,None,"Lunch,Dinner",None,Yes,No,None,None,None,No,11:00 am - 11:00 pm,None,Average,None,No,Street,11:00 am - 11:30 pm,None,Closed,No,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,Yes,No,MI Detroit Cass_Corridor,Claimed,None,la-feria-detroit,42.350197,-83.062759,2.0,4.0,motor-city-brewing-works-detroit,honest-johns-bar-and-grill-detroit,vicentes-cuban-cuisine-detroit,224,"TapasBars,Spanish",La Feria,https://www.yelp.com/biz/la-feria-detroit?osq=food
No,No,None,Yes,None,FullBar,Hipster,Casual,None,Yes,None,None,Yes,None,Yes,Yes,None,11:00 am - 1:00 am,None,Lunch,None,No,Yes,None,None,None,No,11:00 am - 11:00 pm,None,Average,None,No,PrivateLot,11:00 am - 1:00 am,None,12:00 pm - 10:00 pm,Yes,No,11:00 am - 1:00 am,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,alley-taco-detroit,42.3525324,-83.0673167,1.0,3.5,taqueria-lupitas-detroit,taqueria-el-rey-detroit,marcus-market-detroit,75,Mexican,Alley Taco,https://www.yelp.com/biz/alley-taco-detroit?osq=food
None,No,None,Yes,None,FullBar,"Divey,Hipster",Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,No,11:30 am - 2:00 am,None,LateNight,No,Yes,No,None,Yes,Yes,No,11:30 am - 2:00 am,JukeBox,Loud,None,Yes,Street,12:00 pm - 2:00 am,Yes,12:00 pm - 2:00 am,Yes,No,11:30 am - 2:00 am,11:30 am - 2:00 am,No,11:30 am - 2:00 am,Yes,No,MI Detroit Cass_Corridor,Unclaimed,None,the-bronx-bar-detroit,42.3522275,-83.0668787,1.0,4.0,abicks-bar-detroit,temple-bar-detroit,honest-johns-bar-and-grill-detroit,209,"DiveBars,Burgers",The Bronx Bar,https://www.yelp.com/biz/the-bronx-bar-detroit?osq=food
None,No,No,Yes,None,FullBar,"Hipster,Trendy",Casual,Mon,Yes,None,None,Yes,No,No,No,None,5:00 pm - 12:00 am,None,Dinner,No,Yes,No,None,Yes,No,No,Closed,None,Average,None,No,Street,4:00 pm - 12:00 am,No,4:00 pm - 11:00 pm,Yes,No,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,Yes,5:00 pm - 11:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,the-peterboro-detroit-2,42.3442232,-83.0603564,2.0,3.5,selden-standard-detroit,katoi-detroit-3,chartreuse-detroit,108,"Chinese,CocktailBars",The Peterboro,https://www.yelp.com/biz/the-peterboro-detroit-2?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,10:00 am - 9:00 pm,None,Lunch,None,Yes,Yes,None,None,None,No,10:00 am - 9:00 pm,None,Quiet,None,No,Street,10:00 am - 9:00 pm,None,9:00 am - 5:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,Yes,10:00 am - 9:00 pm,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,None,harmonie-garden-cafe-detroit,42.3525788,-83.0697241,1.0,4.0,hamido-dearborn,shatila-bakery-dearborn,al-ameer-dearborn,61,MiddleEastern,Harmonie Garden Cafe,https://www.yelp.com/biz/harmonie-garden-cafe-detroit?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 12:00 am,None,Dinner,None,Yes,Yes,None,None,None,Yes,11:00 am - 10:30 pm,None,Average,None,Yes,PrivateLot,11:00 am - 12:00 am,None,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:30 pm,11:00 am - 10:30 pm,Yes,11:00 am - 10:30 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,traffic-jam-and-snug-detroit-3,42.350958,-83.066086,2.0,3.0,union-street-detroit,avalon-international-breads-detroit,green-dot-stables-detroit-2,364,"American(Traditional),American(New),Bakeries",Traffic Jam & Snug,https://www.yelp.com/biz/traffic-jam-and-snug-detroit-3?osq=food
Yes,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,11:00 am - 9:00 pm,None,None,No,Yes,None,None,No,None,No,11:00 am - 8:00 pm,None,None,None,No,None,11:00 am - 9:00 pm,None,9:00 am - 8:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 8:00 pm,None,11:00 am - 8:00 pm,None,None,MI Detroit Cass_Corridor,Claimed,None,8%C2%BA-plato-detroit-detroit-2,42.3444195,-83.0604993,2.0,4.5,motor-city-brewing-works-detroit,mudgies-deli-detroit,marcus-market-detroit,15,"Beer,Wine&Spirits,BeerBar",8º Plato - Detroit,https://www.yelp.com/biz/8%C2%BA-plato-detroit-detroit-2?osq=food
None,None,None,Yes,None,FullBar,"Hipster,Casual",Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,None,11:00 am - 1:00 am,None,"Lunch,Dinner",No,Yes,No,None,No,No,No,11:00 am - 1:00 am,Live,Average,None,No,Street,11:00 am - 1:00 am,Yes,5:00 pm - 12:00 am,Yes,No,11:00 am - 1:00 am,11:00 am - 1:00 am,Yes,11:00 am - 1:00 am,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,None,cass-cafe-detroit,42.3534986,-83.0648729,2.0,3.5,honest-johns-bar-and-grill-detroit,pjs-lager-house-detroit,the-bronx-bar-detroit,209,"Vegetarian,Sandwiches,Bars",Cass Cafe,https://www.yelp.com/biz/cass-cafe-detroit?osq=food
No,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 12:00 am,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,Average,None,Yes,Street,11:00 am - 12:00 am,None,Closed,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,No,Free,MI Detroit Cass_Corridor,Claimed,None,midtown-shangri-la-detroit,42.3541155,-83.0652591,2.0,3.5,golden-harvest-warren,noble-fish-clawson,shangri-la-authentic-chinese-cuisine-west-bloomfield,185,"DimSum,SushiBars",Midtown Shangri-La,https://www.yelp.com/biz/midtown-shangri-la-detroit?osq=food
None,Yes,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Street,None,None,None,Yes,None,None,None,None,None,None,Free,MI Detroit Cass_Corridor,Unclaimed,None,treat-dreams-detroit,42.3504197,-83.0632317,1.0,4.0,astoria-pastry-shop-detroit,the-potato-place-detroit,never%C3%ADa-la-michoacana-detroit-2,43,"Desserts,IceCream&FrozenYogurt",Treat Dreams,https://www.yelp.com/biz/treat-dreams-detroit?osq=food
None,None,No,Yes,None,No,None,Casual,None,No,None,None,Yes,None,Yes,No,None,9:00 am - 6:00 pm,None,None,None,Yes,Yes,None,None,None,No,9:00 am - 6:00 pm,None,None,None,No,Street,9:00 am - 6:00 pm,None,9:00 am - 6:00 pm,No,No,9:00 am - 6:00 pm,9:00 am - 6:00 pm,No,9:00 am - 6:00 pm,No,No,MI Detroit Cass_Corridor,Claimed,None,fresh-corner-caf%C3%A9-detroit,42.3449425883,-83.0613297683,1.0,5.0,green-dot-stables-detroit-2,batch-brewing-company-detroit,alley-taco-detroit,2,Cafes,Fresh Corner Café,https://www.yelp.com/biz/fresh-corner-caf%C3%A9-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,6:00 pm - 2:00 am,None,None,Yes,No,None,None,None,None,Yes,6:00 pm - 12:00 am,None,None,None,None,None,Closed,None,Closed,None,None,Closed,6:00 pm - 12:00 am,None,6:00 pm - 12:00 am,No,None,MI Detroit Cass_Corridor,Claimed,None,jolly-old-timers-detroit,42.3527621,-83.068383,2.0,5.0,zs-villa-detroit,majestic-theatre-detroit,the-ghost-bar-detroit,2,Nightlife,Jolly Old Timers,https://www.yelp.com/biz/jolly-old-timers-detroit?osq=food
None,No,None,Yes,None,FullBar,None,Casual,None,No,None,None,Yes,None,No,None,None,11:30 am - 12:00 am,None,Dinner,None,Yes,No,None,None,None,Yes,11:30 am - 10:00 pm,None,Average,Yes,No,Valet,12:00 pm - 12:00 am,None,12:00 pm - 10:00 pm,Yes,Yes,11:30 am - 10:00 pm,11:30 am - 10:00 pm,Yes,11:30 am - 10:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,marios-restaurant-detroit,42.35033,-83.065618,3.0,2.5,moros-dining-allen-park,giovannis-ristorante-detroit,roma-cafe-detroit-3,178,Italian,Mario’s Restaurant,https://www.yelp.com/biz/marios-restaurant-detroit?osq=food
None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,9:00 am - 5:00 pm,None,Closed,No,None,9:00 am - 5:00 pm,9:00 am - 5:00 pm,None,9:00 am - 5:00 pm,None,None,MI Detroit Cass_Corridor,Claimed,None,gharios-and-associates-detroit-2,42.348599,-83.0638929,None,None,shatila-bakery-dearborn,astoria-pastry-shop-detroit,rays-ice-cream-company-royal-oak,None,None,Gharios and Associates,https://www.yelp.com/biz/gharios-and-associates-detroit-2?osq=food
No,Yes,None,Yes,None,None,None,None,None,Yes,None,None,None,None,No,None,None,9:00 am - 9:00 pm,None,None,None,None,None,Yes,None,None,None,9:00 am - 11:30 pm,None,None,None,Yes,Street,9:00 am - 9:00 pm,None,9:00 am - 9:00 pm,Yes,None,9:00 am - 11:30 pm,9:00 am - 11:30 pm,None,9:00 am - 11:30 pm,No,Free,MI Detroit Cass_Corridor,Claimed,None,the-bottom-line-coffee-house-detroit,42.3515407,-83.0689979,1.0,4.0,avalon-international-breads-detroit,fourteen-east-detroit,astro-coffee-detroit,45,"Coffee&Tea,Bakeries",The Bottom Line Coffee House,https://www.yelp.com/biz/the-bottom-line-coffee-house-detroit?osq=food
None,No,None,Yes,None,FullBar,None,Casual,None,Yes,None,None,No,No,No,None,None,11:00 am - 2:00 am,None,Lunch,No,Yes,No,None,Yes,Yes,Yes,11:00 am - 2:00 am,JukeBox,Average,None,Yes,PrivateLot,11:00 am - 2:00 am,No,11:00 am - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,None,Free,MI Detroit Cass_Corridor,Unclaimed,None,harrys-detroit-detroit,42.339326,-83.056182,2.0,3.5,nemos-bar-detroit,tommys-detroit-bar-and-grill-detroit,mcshanes-irish-pub-and-whiskey-bar-detroit,48,"SportsBars,American(Traditional)",Harry’s Detroit,https://www.yelp.com/biz/harrys-detroit-detroit?osq=food
None,None,None,None,None,FullBar,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,MI Detroit Cass_Corridor,Unclaimed,None,the-cooks-crossing-detroit,42.35217,-83.069359,None,None,iridescence-detroit,green-dot-stables-detroit-2,mac-shack-madison-heights,None,None,The Cook’s Crossing,https://www.yelp.com/biz/the-cooks-crossing-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,Yes,None,Yes,None,None,None,None,None,None,No,Yes,None,None,None,None,None,None,Average,None,None,None,None,None,None,Yes,No,None,None,No,None,None,None,MI Detroit Cass_Corridor,Claimed,None,passport-pizza-detroit,42.3519099,-83.0674493,1.0,5.0,sicilys-pizzeria-and-subs-detroit,pizzapapalis-detroit,nikis-pizza-detroit,1,"Pizza,Italian",Passport Pizza,https://www.yelp.com/biz/passport-pizza-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9:00 am - 7:00 pm,None,None,None,None,No,None,None,None,None,9:00 am - 7:00 pm,None,None,None,None,None,9:00 am - 7:00 pm,None,10:00 am - 5:00 pm,Yes,None,9:00 am - 7:00 pm,9:00 am - 7:00 pm,None,9:00 am - 7:00 pm,None,None,MI Detroit Cass_Corridor,Claimed,None,shinola-cafe-detroit,42.351016,-83.0651572,None,None,None,None,None,None,None,Shinola Cafe,https://www.yelp.com/biz/shinola-cafe-detroit?osq=food
No,No,None,Yes,None,FullBar,Divey,None,"Tue,Fri,Sat",Yes,None,None,None,No,None,None,None,5:00 pm - 2:00 am,None,None,No,Yes,None,None,Yes,No,Yes,5:00 pm - 2:00 am,None,Loud,None,Yes,PrivateLot,5:00 pm - 2:00 am,OutdoorArea/PatioOnly,5:00 pm - 2:00 am,None,No,5:00 pm - 2:00 am,5:00 pm - 2:00 am,None,5:00 pm - 2:00 am,None,None,MI Detroit Cass_Corridor,Unclaimed,None,third-street-bar-detroit,42.3521937,-83.0695075,1.0,3.5,temple-bar-detroit,honest-johns-bar-and-grill-detroit,circa-1890-saloon-detroit-2,70,Bars,Third Street Bar,https://www.yelp.com/biz/third-street-bar-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,9:00 am - 2:00 am,None,None,None,None,None,None,None,None,None,9:00 am - 1:00 am,None,None,None,None,PrivateLot,9:00 am - 2:00 am,None,10:30 am - 1:00 am,Yes,None,9:00 am - 2:00 am,9:00 am - 1:00 am,None,9:00 am - 1:00 am,Yes,None,MI Detroit Cass_Corridor,Claimed,None,marcus-market-detroit,42.3526702,-83.0668995,1.0,4.0,forest-liquor-detroit,honey-bee-la-colmena-detroit,stadium-liquor-detroit,23,"Beer,Wine&Spirits,Grocery",Marcus Market,https://www.yelp.com/biz/marcus-market-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,6:00 am - 8:00 pm,None,None,None,None,None,No,None,None,None,6:00 am - 8:00 pm,None,None,None,No,Street,6:00 am - 8:00 pm,None,6:00 am - 6:00 pm,None,None,6:00 am - 8:00 pm,6:00 am - 8:00 pm,None,6:00 am - 8:00 pm,None,Free,MI Detroit Cass_Corridor,Unclaimed,None,tim-hortons-detroit-4,42.3555936,-83.0660168,1.0,2.5,avalon-international-breads-detroit,dutch-girl-donuts-detroit,starbucks-detroit-14,15,"Donuts,Coffee&Tea,Bagels",Tim Hortons,https://www.yelp.com/biz/tim-hortons-detroit-4?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Cass_Corridor,Unclaimed,None,little-asia-inc-detroit,42.3535407,-83.0707867,None,None,None,None,None,None,None,Little Asia Inc,https://www.yelp.com/biz/little-asia-inc-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,"Street,PrivateLot",None,None,None,Yes,None,None,None,None,None,Yes,Free,MI Detroit Cass_Corridor,Claimed,None,juice-joint-detroit-detroit-2,42.3526702,-83.0668995,None,None,None,None,None,None,None,Juice Joint Detroit,https://www.yelp.com/biz/juice-joint-detroit-detroit-2?osq=food
